,company,industry,sum,std
92,Better.com,Real Estate,0.33,0.19052558883257653
93,Betterfly,Healthcare,0.0,
94,Beyond Meat,Food,0.42,0.08660254037844387
95,BeyondMinds,Data,1.0,
96,BigBear.ai,Data,0.07,
97,BigCommerce,Retail,0.13,
98,Bikayi,Retail,0.0,
99,Bilibili,Media,0.3,
100,BioMarin,Healthcare,0.04,
101,Bird,Transportation,0.23,
102,BitMEX,Crypto,0.55,0.03535533905932739
103,BitOasis,Crypto,0.05,
104,Bitfront,Crypto,1.0,
105,Bitpanda,Crypto,0.27,
106,Bitrise,Infrastructure,0.14,
107,Bitso,Crypto,0.11,0.07778174593052023
108,Bizpay,Finance,0.3,
109,Bizzabo,Marketing,0.6699999999999999,0.04949747468305831
110,BlackLine,Finance,0.05,
111,Blend,Finance,0.28,0.030550504633038933
112,BlockFi,Crypto,1.2,0.565685424949238
113,Blockchain.com,Crypto,0.25,
114,BloomTech,Education,0.5,
115,Blue Apron,Food,0.1,
116,BlueStacks,Other,0.0,
117,Bolt,Finance,0.27,
118,Bond,Finance,0.0,
119,Bonsai,Retail,0.8900000000000001,0.148492424049175
120,BookClub,Education,0.25,
121,Booking.com,Travel,0.0,
122,Booktopia,Retail,0.0,
123,Boosted Commerce,Retail,0.05,
124,Boozt,Retail,0.05,
125,Brainbase,Sales,0.0,
126,Brainly,Education,0.0,
127,Brave Care,Healthcare,0.33,
128,Breathe,Healthcare,0.33,
129,Brex,Finance,0.11,
130,Bridgit,Construction,0.13,
131,Bright Machines,Data,0.08,
132,Bright Money,Finance,0.5,
133,Brighte,Energy,0.15,0.10606601717798213
134,Brightline,Healthcare,0.2,
135,Briza,Finance,0.4,
136,Brodmann17,Other,1.0,
137,Bryter,Product,0.3,
138,Buenbit,Crypto,0.45,
139,Built In,Recruiting,0.25,
140,Bullish,Crypto,0.08,
141,Bungalow,Real Estate,0.0,
142,Buser,Transportation,0.3,
143,Butler Hospitality,Food,1.0,
144,Butterfly Network,Healthcare,0.1,
145,BuzzFeed,Media,0.12,
146,Buzzer,Media,0.2,
147,Bybit,Crypto,0.6,0.17320508075688773
148,Byju's,Education,0.05,
149,Bytedance,Consumer,0.0,
150,C2FO,Finance,0.02,
151,Calibrate,Healthcare,0.24,
152,Callisto Media,Media,0.7,0.0
153,Calm,Healthcare,0.2,
154,Cameo,Consumer,0.25,0.1767766952966369
155,Candidate Labs,HR,0.0,
156,Candy Digital,Crypto,0.33,
157,Canoo,Transportation,0.06,
158,Capiter,Finance,0.0,
159,Capitolis,Finance,0.5,0.0
160,Capsule,Healthcare,0.13,
161,CaptivateIQ,Sales,0.1,
162,CarDekho,Transportation,0.0,
163,Carbon,Hardware,0.0,
164,Carbon Health,Healthcare,0.08,
165,Cardlytics,Marketing,0.0,
166,Career Karma,Education,0.33,
167,Caribou,Finance,0.0,
168,Carousell,Retail,0.1,
169,Cars24,Transportation,0.06,
170,Carsome,Transportation,0.1,
171,Carvana,Transportation,0.2,0.02828427124746189
172,Carwow,Transportation,0.2,
173,Catalyst,Support,0.0,
174,Cazoo,Transportation,0.3,0.0
175,Cedar,Healthcare,0.24,
176,Celsius,Crypto,0.25,
177,Cerebral,Healthcare,0.2,0.14142135623730953
178,Change Invest,Finance,0.24,
179,Change.org,Other,0.19,
180,Chargebee,Finance,0.1,
181,Checkmarx,Security,0.1,
182,Checkout.com,Finance,0.05,
183,Chessable,Consumer,0.0,
184,Chili Piper,Sales,0.0,
185,Chime,Finance,0.12,
186,Chipax,Finance,0.0,
187,Chipper Cash,Finance,0.125,
188,Chope,Food,0.24,
189,ChowNow,Food,0.30000000000000004,0.07071067811865475
190,Chrono24,Retail,0.0,
191,CircleCI,Product,0.17,
192,CircleUp,Finance,0.0,
193,Circulo Health,Healthcare,0.5,
194,Cisco,Infrastructure,0.05,
195,CityMall,Retail,0.3,
196,Clari,Sales,0.0,
197,Clarify Health,Healthcare,0.05,
198,Classkick,Education,0.0,
199,Clear,Finance,0.2,
200,Clear Capital,Real Estate,0.27,
201,Clearco,Finance,0.25,0.14433756729740646
202,Clever Real Estate,Real Estate,0.0,
203,ClickUp,Other,0.07,
204,CloudFactory,Data,0.12,
205,CloudKitchens,Real Estate,0.0,
206,Cloudinary,Media,0.08,
207,Clubhouse,Consumer,0.0,
208,Clutch,Transportation,0.22,
209,Clyde,Marketing,0.0,
210,Code42,Security,0.15,
211,Codexis,Healthcare,0.18,
212,Cognyte,Security,0.05,
213,CoinFLEX,Crypto,0.0,
214,CoinJar,Crypto,0.2,
215,Coinbase,Crypto,0.18,0.12727922061357855
216,Coinsquare,Crypto,0.24,
217,Collage.com,Retail,1.0,
218,Collibra,Data,0.0,
219,Colossus,Energy,0.0,
220,CommentSold,Retail,0.0,
221,CommonBond,Finance,1.0,0.7071067811865476
222,Community,Marketing,0.3,
223,Compass,Real Estate,0.1,0.07071067811865477
224,Compete,HR,0.28,
225,ContraFect,Healthcare,0.37,
226,Convene,Real Estate,0.0,
227,Convoy,Logistics,0.07,0.04949747468305833
228,Core Scientific,Crypto,0.1,
229,Cosuno,Construction,0.0,
230,Coterie Insurance,Finance,0.2,
231,Coursera,Education,0.0,
232,Crehana,Education,0.0,
233,Crejo.Fun,Education,1.0,
234,Crypto.com,Crypto,0.35,0.16072751268321592
235,Cue,Healthcare,0.0,
236,Curative,Healthcare,0.0,
237,Curology,Healthcare,0.0,
238,Curve,Finance,0.1,
239,CyCognito,Security,0.15,
240,CyberCube,Finance,0.0,
241,Cybereason,Security,0.23,0.07778174593052024
242,D2L,Education,0.05,
243,Daily Harvest,Food,0.35,0.0353553390593274
244,DailyPay,Finance,0.15,
245,Daloopa,Data,0.0,
246,Dance,Transportation,0.16,
247,Daniel Wellington,Retail,0.15,
248,Dapper Labs,Crypto,0.22,
249,DataRails,Finance,0.18,
250,DataRobot,Data,0.33,0.13453624047073712
251,DayTwo,Healthcare,0.0,
252,Dazn,Consumer,0.02,
253,DeHaat,Food,0.0,
254,Deep Instinct,Security,0.1,
255,Defined.ai,Data,0.0,
256,Degreed,Education,0.15,
257,Deliveroo Australia,Food,1.0,
258,Delivery Hero,Food,0.0,
259,Demandbase,Sales,0.03,
260,Desktop Metal,Other,0.12,
261,Detectify,Security,0.0,
262,Devo,Security,0.15,
263,Digital Currency Gruop,Crypto,0.13,
264,Digital Surge,Crypto,1.0,
265,Divvy Homes,Real Estate,0.12,
266,Dock,Finance,0.12,
267,DocuSign,Sales,0.09,
268,Doma,Finance,0.68,0.1504437879519568
269,Domestika,Education,0.19,
270,Domino Data Lab,Data,0.25,
271,Dooly,Sales,0.0,
272,DoorDash,Food,0.06,
273,Doubtnut,Education,0.3,
274,Dover,Recruiting,0.3,
275,DreamBox Learning,Education,0.0,
276,Drop,Marketing,0.0,
277,Dukaan,Retail,0.0,
278,Dutchie,Other,0.07,
279,Eaze,Consumer,0.0,
280,Ebanx,Finance,0.2,
281,Edgio,Infrastructure,0.1,
282,Edmodo,Education,1.0,
283,Elastic,Data,0.13,
284,Electric,Other,0.0,
285,Element,Other,0.15,
286,Elementor,Media,0.15,
287,Elemy,Healthcare,0.0,0.0
288,Elinvar,Finance,0.33,
289,Embroker,Finance,0.12,
290,Emitwise,Energy,0.0,
291,Emotive,Marketing,0.18,
292,Enjoy,Retail,0.18,
293,Envato,Marketing,0.0,
294,EquityZen,Finance,0.27,
295,Equitybee,Finance,0.2,
296,Eruditus,Education,0.0,
297,Esme Learning,Education,0.0,
298,Esper,Other,0.12,
299,Etermax,Other,0.0,
300,Ethos Life,Finance,0.12,
301,Eucalyptus,Healthcare,0.2,
302,EverBridge,Other,0.0,
303,Exodus,Crypto,0.22,
304,Expert360,Recruiting,0.0,
305,ExtraHop,Security,0.0,
306,Ezoic,Infrastructure,0.0,
307,F5,Security,0.01,
308,Fabric,Logistics,0.4,
309,Facily,Retail,0.3,
310,Faire,Retail,0.07,
311,FarEye,Logistics,0.3,
312,Fast,Finance,1.0,
313,Favo,Food,0.0,
314,Faze Medicines,Healthcare,1.0,
315,Feather,Retail,0.0,
316,Fifth Season,Food,1.0,
317,Filevine,Legal,0.0,
318,Finite State,Security,0.2,
319,Finleap Connect,Finance,0.1,
320,FireHydrant,Infrastructure,0.0,
321,Firebolt,Data,0.0,
322,Firework,Retail,0.1,
323,First AML,Finance,0.0,
324,Fiverr,Other,0.08,
325,Fivetran,Data,0.05,
326,Flash Coffee,Food,0.0,
327,Flipboard,Media,0.21,
328,Flowhub,Retail,0.15,
329,Fluke,Other,0.8200000000000001,
330,Flux Systems,Finance,1.0,
331,Flyhomes,Real Estate,0.6000000000000001,0.14142135623730953
332,Food52,Food,0.25,0.03535533905932737
333,Foodpanda,Food,0.0,0.0
334,Foresight Insurance,Finance,0.4,
335,Forma.ai,Sales,0.09,
336,Forto,Logistics,0.08,
337,Forward,Healthcare,0.05,
338,FourKites,Logistics,0.08,
339,Foxtrot,Food,0.035,
340,Fraazo,Food,0.0,
341,Freetrade,Finance,0.15,
342,FreshBooks,Finance,0.0,
343,FreshDirect,Food,0.0,
344,Freshly,Food,0.25,0.1767766952966369
345,Freshworks,Support,0.02,
346,Front,Support,0.0,
347,FrontRow,Education,1.05,0.3181980515339464
348,Frubana,Food,0.03,
349,FuboTV,Media,0.0,
350,FullStory,Marketing,0.12,
351,Fundbox,Finance,0.42,
352,Fungible,Crypto,0.0,
353,Furlenco,Retail,0.0,
354,FutureLearn,Education,0.0,
355,GSR,Crypto,0.0,
356,Gather,Consumer,0.33,
357,Gatherly,Marketing,0.5,
358,Gavelytics,Legal,1.0,
359,Gem,Recruiting,0.33,
360,Gemini,Crypto,0.17,0.021213203435596427
361,Genesis,Crypto,0.2,
362,Genome Medical,Healthcare,0.0,
363,Getir,Food,0.14,
364,Getta,Transportation,0.0,
365,Give Legacy,Healthcare,0.0,
366,Glints,HR,0.18,
367,GloriFi,Finance,1.0,
368,Glossier,Consumer,0.33,
369,Glossier,Retail,0.08,
370,GoFundMe,Finance,0.12,
371,GoHealth,Healthcare,0.2,
372,GoNuts,Media,1.0,
373,GoStudent,Education,0.0,0.0
374,GoTo Group,Transportation,0.12,
375,Gokada,Transportation,0.0,
376,GoodGood,Retail,1.0,
377,GoodRx,Healthcare,0.16,
378,Goodfood,Food,0.0,
379,Gopuff,Food,0.13,0.04716990566028302
380,Gorillas,Food,0.5,0.3535533905932738
381,Gousto,Food,0.14,
382,Graphcore,Data,0.0,
383,Grin,Marketing,0.13,
384,Groupon,Retail,0.15,
385,Grove Collaborative,Retail,0.17,
386,Grover,Retail,0.1,
387,Guidewire,Finance,0.02,
388,Halcyon Health,Healthcare,1.0,
389,Happy Money,Finance,0.34,
390,Hash,Finance,0.5,
391,Haus,Food,1.0,
392,Headspace,Healthcare,0.04,
393,Health IQ,Healthcare,0.0,
394,HealthMatch,Healthcare,0.5,
395,Healthcare.com,Healthcare,0.0,
396,HealthifyMe,Fitness,0.0,
397,Hedvig,Finance,0.0,
398,HelloFresh,Food,0.0,
399,Help Scout,Support,0.0,
400,Heroes,Retail,0.2,
401,HighRadius,Finance,0.0,
402,Hippo Insurance,Finance,0.1,
403,Hirect,Recruiting,0.4,
404,Hodlnaut,Crypto,0.8,
405,Hologram,Infrastructure,0.4,
406,HomeLight,Real Estate,0.19,
407,Homebot,Real Estate,0.13,
408,Homebound,Real Estate,0.0,
409,Homepoint,Real Estate,0.0,
410,Homeward,Real Estate,0.45,0.03535533905932737
411,Homie,Real Estate,0.42,0.11313708498984758
412,Hootsuite,Marketing,0.35,0.1767766952966369
413,Hopin,Other,0.5800000000000001,0.08736894948054104
414,Hotmart,Marketing,0.12,
415,Houzz,Consumer,0.08,
416,Huawei,Hardware,0.0,
417,Hubilo,Marketing,0.12,
418,Humble,Media,0.0,
419,Hunty,HR,0.0,
420,Huobi,Crypto,0.3,
421,Hydrow,Fitness,0.35,
422,Hyperscience,Data,0.25,
423,ID.me,Security,0.0,
424,IRL,Consumer,0.25,
425,Ideoclick,Retail,0.0,
426,Ignite,Crypto,0.5,
427,Illumina,Healthcare,0.05,
428,Immersive Labs,Security,0.1,
429,Immutable,Crypto,0.06,
430,Impact.com,Marketing,0.1,
431,Impala,Travel,0.35,
432,Imperfect Foods,Food,0.0,
433,Impossible Foods,Food,0.06,
434,Improbable,Other,0.1,
435,InDebted,Finance,0.17,
436,InVision,Product,0.5,
437,Infarm,Other,0.55,0.3181980515339464
438,InfluxData,Data,0.27,
439,InfoSum,Security,0.12,
440,Infogrid,Other,0.0,
441,Innovaccer,Healthcare,0.08,
442,Inscripta,Healthcare,0.0,
443,Inspectify,Real Estate,0.0,
444,Instacart,Food,0.0,
445,Integral Ad Science,Marketing,0.13,
446,Intel,Hardware,0.0,
447,Intercom,Support,0.18,0.0565685424949238
448,Introhive,Sales,0.16,
449,Invitae,Healthcare,0.0,
450,Involves,Retail,0.18,
451,Iron Ox,Food,0.5,
452,IronNet,Security,0.52,0.12727922061357855
453,JD.ID,Retail,0.3,
454,JOKR,Food,0.05,
455,Jam City,Consumer,0.17,
456,Jellysmack,Media,0.08,
457,JetClosing,Real Estate,1.0,
458,Jimdo,Other,0.16,
459,Jumia,Retail,0.2,
460,Juni,Finance,0.33,
461,Juniper,Marketing,0.0,
462,Juniper Square,Real Estate,0.14,
463,Just Eat Takeaway,Food,0.0,
464,Juul,Consumer,0.3,
465,Kabam,Consumer,0.07,
466,Kaltura,Media,0.1,
467,Kandji,Other,0.17,
468,Kaodim,Consumer,1.0,
469,Karbon,Other,0.23,
470,Kavak,Transportation,0.0,0.0
471,Keepe,Real Estate,0.0,
472,Khoros,Sales,0.1,
473,Kiavi,Real Estate,0.07,
474,Kite,Product,1.0,
475,Kitopi,Food,0.1,
476,Kitty Hawk,Aerospace,1.0,
477,KiwiCo,Retail,0.0,
478,Klarna,Finance,0.1,0.07071067811865477
479,Knock,Real Estate,0.46,
480,Kogan,Retail,0.0,
481,Koho,Finance,0.04,
482,KoinWorks,Finance,0.08,
483,Koinly,Crypto,0.14,
484,Komodo Health,Healthcare,0.09,
485,Konfio,Finance,0.0,
486,Kontist,Finance,0.25,
487,Koo,Consumer,0.0,
488,Kraken,Crypto,0.3,
489,Kry,Healthcare,0.2,0.0
490,Kuda,Finance,0.05,
491,Kune,Food,1.0,
492,LEAD,Education,0.04,
493,Labelbox,Data,0.0,
494,Lacework,Security,0.2,
495,Landing,Real Estate,0.0,0.0
496,Latch,Security,0.71,0.15947831618540914
497,Lattice,HR,0.0,
498,Lawgeex,Legal,0.33,
499,Laybuy,Finance,0.0,
500,Lazerpay,Crypto,0.0,
501,LeafLink,Other,0.31,
502,Leafly,Retail,0.21,
503,Ledn,Crypto,0.0,
504,Legible,Media,0.38,
505,Lemon,Crypto,0.38,
506,Lemonade,Finance,0.0,
507,LendingTree,Finance,0.0,
508,Lendis,Other,0.65,0.24748737341529164
509,Lenovo,Hardware,0.0,
510,LetsGetChecked,Healthcare,0.0,
511,Lev,Real Estate,0.3,
512,Lido,Education,0.0,
513,Lido Learning,Education,1.0,
514,Liftoff,Marketing,0.15,
515,Lightico,Finance,0.0,
516,Lightricks,Consumer,0.12,
517,Linkfire,Marketing,0.35,
518,Linktree,Consumer,0.17,
519,Liongard,Infrastructure,0.0,
520,Lithic,Finance,0.18,
521,Liv Up,Food,0.15,
522,LivePerson,Support,0.11,
523,LiveRamp,Marketing,0.1,
524,Loft,Real Estate,0.24,0.06928203230275508
525,Loggi,Logistics,0.15,
526,Loja Integrada,Retail,0.1,
527,Lokalise,Other,0.23,
528,Loom,Product,0.25,0.02121320343559644
529,Loop,Finance,0.2,
530,Lora DiCarlo,Consumer,1.0,
531,Lummo,Marketing,0.0,
532,Lunchbox,Food,0.33,
533,Lusha,Marketing,0.1,
534,Lyft,Transportation,0.15,0.07778174593052023
535,Lyst,Retail,0.25,
536,M1,Finance,0.0,
537,MFine,Healthcare,0.75,
538,MX,Finance,0.0,
539,Made.com,Retail,0.35,
540,MadeiraMadeira,Retail,0.03,
541,Mainstreet,Finance,0.3,
542,Malwarebytes,Security,0.14,
543,Mara,Crypto,0.0,
544,Mark43,Other,0.0,
545,Marketforce,Retail,0.09,
546,MasterClass,Education,0.2,
547,McMakler,Real Estate,0.0,0.0
548,Medium,Media,0.25,
549,Medly,Healthcare,0.66,0.24041630560342614
550,Meero,Other,0.5,
551,Meesho,Retail,0.0,0.0
552,Mejuri,Retail,0.1,
553,Melio,Finance,0.0,
554,Memmo,Consumer,0.4,
555,Menulog,Food,0.0,
556,MessageBird,Other,0.31,
557,Meta,Consumer,0.13,
558,Metaplex,Crypto,0.0,
559,Metigy,Marketing,1.0,
560,Metromile,Finance,0.2,
561,Microsoft,Other,0.0,0.0
562,MindBody,Fitness,0.15,
563,Mindgeek,Media,0.0,
564,MissFresh,Food,0.0,
565,Mobile Premier League,Consumer,0.1,
566,Mode Analytics,Data,0.0,
567,Modern Treasury,Finance,0.18,
568,Modsy,Retail,0.0,
569,Momentive,Marketing,0.11,
570,Moove,Transportation,0.0,
571,Morning Brew,Media,0.14,
572,Moss,Finance,0.15,
573,Motif Foodworks,Food,0.0,
574,Motional,Transportation,0.0,
575,Motive,Transportation,0.06,
576,Movidesk,Support,0.0,
577,Mr. Yum,Food,0.17,
578,Muni Tienda,Other,1.0,
579,Mural,Product,0.1,0.07071067811865477
580,Mux,Infrastructure,0.2,
581,Mythical Games,Crypto,0.1,
582,N-able Technologies,Other,0.0,
583,NCX,Energy,0.4,
584,NSO,Security,0.14,
585,NYDIG,Crypto,0.33,
586,Namogoo,Marketing,0.15,
587,NanoString,Healthcare,0.1,
588,Nate,Retail,0.2,0.14142135623730953
589,Natera,Healthcare,0.0,
590,Nerdy,Education,0.17,
591,Nestcoin,Crypto,0.0,
592,Netflix,Media,0.04,0.01414213562373095
593,Netlify,Product,0.16,
594,New Relic,Infrastructure,0.05,
595,Nexar,Transportation,0.0,
596,Next Insurance,Finance,0.17,
597,NextRoll,Marketing,0.1,0.02828427124746191
598,Nextbite,Food,0.0,
599,Nextiva,Other,0.17,
600,Niantic,Consumer,0.08,
601,Nirvana Money,Finance,1.0,
602,Nomad,Finance,0.2,
603,Noom,Healthcare,0.1,0.07071067811865477
604,Notarize,Legal,0.25,0.1767766952966369
605,Nova Benefits,Healthcare,0.3,
606,Nuri,Crypto,1.0,
607,Nuri,Finance,0.2,
608,Nuro,Transportation,0.2,0.14142135623730953
609,Nutanix,Infrastructure,0.04,
610,Nylas,Product,0.25,
611,Nyriad,Infrastructure,0.33,
612,OKCredit,Finance,0.0,
613,OYO,Travel,0.0,
614,Oatly,Food,0.0,
615,Ocavu,Crypto,0.48,
616,Octopus Network,Crypto,0.4,
617,Oda,Food,0.42,0.06928203230275508
618,OfferUp,Retail,0.19,
619,Offerpad,Real Estate,0.07,
620,Okta,Security,0.0,
621,Ola,Transportation,0.0,0.0
622,Olist,Retail,0.0,
623,Olive,Healthcare,0.31,
624,On Deck,Education,0.5800000000000001,0.05656854249492383
625,OneFootball,Marketing,0.115,
626,OneStudyTeam,Healthcare,0.25,
627,OneTrust,Security,0.25,
628,OnlyFans,Media,0.0,
629,OpenSea,Crypto,0.2,
630,OpenWeb,Media,0.05,
631,Opendoor,Real Estate,0.18,
632,OrCam,Healthcare,0.16,
633,Oracle,Other,0.0,0.0
634,Orbit,Other,0.0,
635,Orchard,Real Estate,0.1,0.07071067811865477
636,Otonomo,Transportation,0.5,0.3535533905932738
637,Ouster,Transportation,0.1,
638,Outbrain,Marketing,0.03,
639,Outreach,Sales,0.05,
640,Outschool,Education,0.43,0.04949747468305833
641,Outside,Media,0.27,0.021213203435596416
642,Owlet,Healthcare,0.0,
643,OwnBackup,Security,0.17,
644,Oye Rickshaw,Transportation,0.2,
645,PACT Pharma,Healthcare,0.0,
646,Pacaso,Real Estate,0.3,
647,Packable,Retail,0.2,
648,Papa,Other,0.15,
649,Parallel Wireless,Infrastructure,0.0,
650,Pastel,Food,1.0,
651,Patreon,Media,0.17,0.1202081528017131
652,Pavilion Data,Infrastructure,0.96,
653,PayPal,Finance,0.0,
654,PayU,Finance,0.06,
655,Pear Therapeutics,Healthcare,0.44,0.0
656,Pear Therapeutics ,Healthcare,0.09,
657,PeerStreet,Finance,0.0,
658,Peloton,Fitness,0.45,0.04358898943540675
659,Pendo,Product,0.05,
660,People.ai,Sales,0.0,
661,Perceptive Automata,Transportation,1.0,
662,Perimeter 81,Security,0.08,
663,Perion,Marketing,0.05,
664,Permutive,Marketing,0.12,
665,Perx Health,Healthcare,0.0,
666,Pesto,Other,1.0,
667,Petal,Finance,0.1,
668,PharmEasy,Healthcare,0.0,0.0
669,Philips,Healthcare,0.05,
670,Picsart,Consumer,0.08,
671,Pinterest,Consumer,0.0,
672,Pipedrive,Sales,0.15,
673,Pipl,Security,0.13,
674,Pitch,Marketing,0.3,
675,Pix,Food,0.0,
676,Plaid,Finance,0.2,
677,Planetly,Other,1.0,
678,Plato,HR,0.5,
679,Playdots,Consumer,1.0,
680,Playtika,Consumer,0.21,0.06363961030678927
681,Pleo,Finance,0.15,
682,Plerk,Finance,0.4,
683,Pliops,Data,0.09,
684,Plum,Healthcare,0.1,
685,Pluralsight,Education,0.2,
686,Podium,Support,0.12,
687,PolicyGenius,Finance,0.25,
688,Pollen,Marketing,1.0,
689,Pollen,Travel,0.33,
690,Polly,Finance,0.15,
691,Pomelo Fashion,Retail,0.08,
692,Postscript,Marketing,0.0,
693,Practically,Education,0.0,
694,Preply,Education,0.05,
695,Primer,Finance,0.33,
696,Productboard,Product,0.2,
697,Progrexion,Finance,0.0,
698,Project44,Logistics,0.05,
699,Properly,Real Estate,0.0,
700,Propzy,Real Estate,1.5,0.3535533905932738
701,Protocol,Media,1.0,
702,Proton.ai,Sales,0.0,
703,Protonn,Other,1.0,
704,Provi,Food,0.0,
705,PuduTech,Other,0.0,
706,Puppet,Infrastructure,0.15,
707,Q4,Other,0.08,
708,Qin1,Education,1.0,
709,Qualcomm,Hardware,0.0,
710,Quanergy Systems,Transportation,0.0,
711,Quantcast,Marketing,0.06,
712,Quanterix,Healthcare,0.25,
713,Quanto,Finance,0.22,
714,Quicko,Transportation,0.0,
715,Quidax,Crypto,0.2,
716,QuintoAndar,Real Estate,0.04,
717,Qumulo,Data,0.19,
718,Rad Power Bikes,Transportation,0.24000000000000002,0.02828427124746191
719,Rain,Finance,0.0,
720,Rapyd,Finance,0.0,
721,Rasa,Data,0.4,
722,Reach,Retail,0.12,
723,RealSelf,Healthcare,0.05,
724,Reali,Real Estate,1.0,
725,Realtor.com,Real Estate,0.0,
726,Recharge,Finance,0.17,
727,Recur Forever,Crypto,0.0,
728,Redesign Health,Healthcare,0.2,
729,Redfin,Real Estate,0.21000000000000002,0.03535533905932738
730,Reef,Transportation,0.05,
731,Reforge,Education,0.0,
732,Relativity,Legal,0.1,
733,Remesh,Support,0.0,
734,Remote,HR,0.09,
735,RenoRun,Construction,0.55,0.21920310216782976
736,Rent the Runway,Retail,0.24,
737,Repertoire Immune Medicines,Healthcare,0.5,
738,Replicated,Infrastructure,0.0,
739,ResearchGate,Other,0.1,
740,Rev.com,Data,0.0,
741,Revelate,Data,0.3,
742,Reynen Court,Legal,0.0,
743,Rhino,Real Estate,0.2,
744,Ribbon,Real Estate,0.85,0.6010407640085653
745,RingCentral,Other,0.1,
746,RingCentral,Support,0.0,
747,Ritual,Food,0.16,
748,Rivian,Transportation,0.06,
749,Ro,Healthcare,0.18,
750,Robinhood,Finance,0.32,0.09899494936611666
751,Roku,Media,0.07,
752,Roofstock,Real Estate,0.2,
753,Root Insurance,Finance,0.2,0.14142135623730953
754,Route,Retail,0.0,
755,Rows,Other,0.3,
756,Ruangguru,Education,0.0,
757,Rubicon Technologies,Other,0.11,
758,Rubius,Healthcare,1.57,0.049497474683058366
759,Rupeek,Finance,0.15,0.10606601717798213
760,SADA,Other,0.11,
761,SEND,Food,1.0,
762,SIRCLO,Retail,0.08,
763,SQZ Biotech,Healthcare,0.6,
764,SQream,Data,0.18,
765,SWVL,Transportation,0.8200000000000001,0.12727922061357858
766,SafeGraph,Data,0.25,
767,Sales Boomerang,Sales,0.0,
768,Salesforce,Sales,0.01,0.007071067811865475
769,Salsify,Retail,0.11,
770,Sama,Data,0.0,
771,Sami,Healthcare,0.15,
772,Sana,Healthcare,0.15,
773,Sanar,Healthcare,0.2,
774,Sayurbox,Food,0.05,
775,Science 37 ,Healthcare,0.0,
776,Sea,Consumer,0.0,
777,Sea,Retail,0.0,
